Date;Location;MinTemp;MaxTemp;Rainfall;Evaporation;Sunshine;WindGustDir;WindGustSpeed;WindDir9am;WindSpeed9am;Humidity9am;Pressure9am;Pressure3pm
14.08.2011;Albury;4.3;17.3;0;;;SSE;22;;0;88;1027.1;1024
15.08.2011;Albury;3.9;13.8;1.2;;;ENE;15;SE;6;86;1025.6;1021.7
16.08.2011;Albury;9;19.4;0.2;;;NE;24;;0;80;1020.8;1016.2
17.08.2011;Albury;7.1;12.6;5.6;;;NE;44;SE;4;95;1011.8;1005.7
18.08.2011;Albury;7.4;10.8;30.8;;;WNW;35;WNW;19;90;1010.7;1010.2
19.08.2011;Albury;6.9;19.3;0.8;;;SE;28;SSE;11;88;1021;1020.7
20.08.2011;Albury;3.2;17.3;0;;;SE;22;SE;7;62;1031.5;1030.4
21.08.2011;Albury;2.1;18;0;;;SW;20;ESE;6;79;1037.3;1034.6
22.08.2011;Albury;1.8;17.7;0;;;WSW;22;NNE;6;79;1039.9;1036
23.08.2011;Albury;2.5;16.9;0;;;S;17;E;7;99;1037.3;1032.6
24.08.2011;Albury;2.4;17.5;0;;;ENE;17;ESE;11;99;1031.4;1026.7
25.08.2011;Albury;2.5;20.7;0;;;N;31;SSE;7;99;1025.6;1020.6
26.08.2011;Albury;1.9;16.6;0;;;WNW;24;S;6;99;1025.6;1023.2
27.08.2011;Albury;0.8;16.8;0;;;WSW;31;ESE;2;71;1023.7;1019.9
28.08.2011;Albury;0.4;16.2;0;;;WSW;24;;0;72;1022.8;1018.7
29.08.2011;Albury;1.4;15.9;0;;;W;26;W;2;80;1019.2;1018.2
30.08.2011;Albury;0.6;15.7;0;;;WNW;20;;0;99;1024.3;1022.1
31.08.2011;Albury;0.4;15.8;0;;;WNW;26;SE;6;87;1025.4;1023.2
01.09.2011;Albury;2.6;18.3;0;;;S;15;E;6;82;1025.6;1023
02.09.2011;Albury;2.8;20.4;0;;;ESE;17;SE;7;65;1028.4;1025.3
03.09.2011;Albury;2.6;19.6;0;;;NE;30;ESE;4;71;1028.4;1023.6
04.09.2011;Albury;6.5;16.8;0;;;ENE;31;ENE;9;65;1024.2;1021.8
05.09.2011;Albury;4.8;21.4;3.2;;;N;31;;0;86;1024.5;1020.2
06.09.2011;Albury;10.8;18.8;5;;;W;56;N;24;55;1014.9;1014.1
07.09.2011;Albury;-0.1;14.4;1;;;NW;30;;0;78;1021.3;1020.2
08.09.2011;Albury;0.4;15.9;0;;;WNW;22;SSE;7;74;1022.7;1018.6
09.09.2011;Albury;2.7;14;0;;;S;57;W;20;70;1013.1;1010.6
14.09.2011;Albury;0.9;20.8;;;;W;33;ESE;9;83;1021.7;1018.3
15.09.2011;Albury;1.7;17.2;0;;;W;31;E;4;72;1023.3;1020.4
16.09.2011;Albury;4.4;20.8;0;;;WSW;24;SSE;6;78;1017.8;1013.9
17.09.2011;Albury;3.7;21.7;0;;;NE;26;E;7;78;1017.5;1011.8
18.09.2011;Albury;5.5;23.9;0;;;NNW;19;SE;4;52;1015.6;1015.2
19.09.2011;Albury;5.3;26.7;0;;;WNW;57;SE;9;70;1015.5;1007
20.09.2011;Albury;10.1;13.6;1;;;W;61;WNW;31;73;1008.8;1011.2
21.09.2011;Albury;1.7;18.2;3.6;;;W;30;;0;99;1022.6;1020.3
22.09.2011;Albury;4.4;22.1;0;;;ENE;30;E;9;81;1023.4;1017.4
23.09.2011;Albury;10;18.4;0;;;W;35;W;17;65;1017.9;1018.1
24.09.2011;Albury;1.9;18.3;0;;;SE;37;ESE;11;69;1020.3;1016.3
25.09.2011;Albury;8.6;19.8;1;;;SSE;43;S;15;53;1022.2;1020.5
26.09.2011;Albury;3.1;19.6;0;;;ENE;20;ESE;6;65;1025;1019.7
27.09.2011;Albury;7;21.3;0;;;ENE;35;ESE;7;72;1019.9;1014.4
28.09.2011;Albury;11.5;19.2;0.6;;;WNW;83;ESE;9;69;1008.7;1004.9
29.09.2011;Albury;10.7;12.3;28.4;;;NW;59;WNW;30;84;996.3;996.2
30.09.2011;Albury;7.5;15.5;8.2;;;NW;48;NW;20;84;1006.1;1003.7
01.10.2011;Albury;8.2;13.5;3.8;;;ENE;26;SE;9;85;1005.8;1007.1
02.10.2011;Albury;4.2;17.6;5.8;;;SSE;35;S;13;69;1018.4;1018.1
03.10.2011;Albury;2.9;18.3;0.8;;;WSW;22;SSE;9;67;1024.7;1022.1
04.10.2011;Albury;4.1;19.3;0;;;SSW;24;ESE;6;74;1024.9;1021.9
05.10.2011;Albury;5.6;17.8;0;;;ENE;19;SE;4;89;1020.5;1016.4
06.10.2011;Albury;10.2;16;0;;;SW;13;S;9;87;1014.8;1012.6
07.10.2011;Albury;11.1;21.4;4.2;;;W;41;S;7;88;1013.2;1010.1
08.10.2011;Albury;8.7;21.8;0;;;WSW;33;SE;4;79;1012.2;1009.5
09.10.2011;Albury;10.7;18.6;0;;;WSW;46;W;13;89;1010.1;1007.4
11.10.2011;Albury;5.9;16.7;;;;WNW;39;WNW;13;83;1013.9;1012.7
12.10.2011;Albury;2.6;20.3;0;;;W;24;S;6;81;1018.8;1016.8
13.10.2011;Albury;5.3;23.2;0;;;NNE;28;ESE;6;73;1021.2;1017.9
14.10.2011;Albury;10;24.3;0;;;NE;28;ESE;11;74;1017.2;1012.3
15.10.2011;Albury;10.3;25.5;0;;;W;43;E;4;77;1009.9;1007.5
16.10.2011;Albury;9.1;18.7;0;;;W;50;WSW;24;58;1017.9;1020.5
17.10.2011;Albury;4.3;20.3;0;;;W;22;S;11;64;1032.4;1030.9
18.10.2011;Albury;5.2;23.7;0;;;NNW;22;SE;7;69;1033.4;1029.7
19.10.2011;Albury;5.7;25.7;0;;;WSW;20;SSE;4;63;1030.1;1026.1
20.10.2011;Albury;8.3;28;0;;;NE;31;SE;6;68;1026.8;1021.7
21.10.2011;Albury;11.3;24.7;0;;;WSW;35;ENE;6;77;1023.7;1022.7
22.10.2011;Albury;13.3;25.9;0;;;ENE;22;SW;2;85;1023.9;1020.8
23.10.2011;Albury;11.7;30.9;0;;;NE;24;SSE;2;66;1020.7;1015.4
24.10.2011;Albury;18;28.4;0;;;W;43;NNW;17;46;1010;1006.3
25.10.2011;Albury;11.9;20.6;12.2;;;SE;39;SE;15;85;1010.8;1012.5
26.10.2011;Albury;11.7;23.3;0;;;N;28;E;7;57;1020.2;1018.3
27.10.2011;Albury;8.8;23.8;0;;;E;28;SE;9;63;1022.5;1017.9
28.10.2011;Albury;12.4;25.9;0;;;ENE;31;ESE;11;80;1016.1;1011.5
29.10.2011;Albury;16.7;25;1.2;;;W;44;N;9;91;1010.4;1009.9
30.10.2011;Albury;9.9;20.1;0;;;W;50;WNW;17;74;1015.2;1015.6
31.10.2011;Albury;6.4;23.1;0;;;SW;30;SE;19;60;1022.8;1019.6
01.11.2011;Albury;9.3;24.8;0;;;WSW;41;ESE;9;62;1019.8;1015.2
02.11.2011;Albury;11.4;22.2;0;;;W;46;W;11;64;1013.9;1011.1
03.11.2011;Albury;9.3;22.3;0;;;SW;39;SW;9;61;1013.5;1012.4
04.11.2011;Albury;8.1;26.6;0;;;SW;24;ESE;9;57;1018.4;1015.5
05.11.2011;Albury;9.8;29.6;0;;;SW;35;ESE;11;72;1016.9;1012.5
06.11.2011;Albury;13.8;32.9;0;;;NW;50;ESE;7;63;1011.2;1006.4
07.11.2011;Albury;15.8;28.5;5.4;;;E;30;ENE;4;83;1013.1;1011
08.11.2011;Albury;16.7;30.1;0;;;WNW;39;SSE;7;72;1009.9;1009.6
09.11.2011;Albury;15.7;31.2;0;;;WNW;78;SSE;4;85;1013.4;1008.8
10.11.2011;Albury;13.9;22.8;34.8;;;W;61;WNW;24;87;1011.7;1015.5
11.11.2011;Albury;9.6;25.3;0;;;ENE;35;ESE;7;72;1023.5;1020.3
12.11.2011;Albury;12.5;27;0;;;W;33;ENE;6;65;1019;1016
13.11.2011;Albury;13;28.3;0;;;W;31;SE;6;66;1015.7;1011.7
14.11.2011;Albury;16.1;28.3;0;;;W;46;NNW;19;49;1006.1;1008.3
15.11.2011;Albury;11.9;29.3;0;;;WNW;37;SSE;2;65;1016.4;1014.5
16.11.2011;Albury;16;22;0;;;WSW;43;SSE;15;62;1018.3;1016.6
17.11.2011;Albury;12.8;27.5;0.2;;;S;20;SSE;2;89;1019.2;1015.4
18.11.2011;Albury;15.1;31.9;0;;;NNW;31;E;9;66;1017.1;1013
19.11.2011;Albury;19.9;29.6;0;;;WSW;33;SSE;13;72;1013.4;1008.4
20.11.2011;Albury;17.4;22.8;0;;;W;44;WNW;28;92;1011.4;1013.6
21.11.2011;Albury;8.1;23.5;0;;;W;33;ENE;4;54;1018.1;1014.3
22.11.2011;Albury;11.9;22.7;2.6;;;N;31;S;2;76;1012.3;1009.8
23.11.2011;Albury;10;24.4;0;;;SE;37;SE;19;53;1017.9;1017.3
24.11.2011;Albury;10.8;26;0;;;;;SE;19;44;1024.5;
25.11.2011;Albury;15;20;11;;;;;SSE;11;99;1020.1;
26.11.2011;Albury;15;25;44;;;;;NE;13;83;1006.2;
27.11.2011;Albury;15;27;14;;;;;W;15;76;1009.4;
28.11.2011;Albury;12;31.5;0;;;NNE;35;E;11;72;1016;1013.3
29.11.2011;Albury;18.4;35.9;0;;;W;59;E;9;68;1012.7;1007.1
30.11.2011;Albury;19.2;21.6;16.6;;;WSW;48;WNW;26;66;1006.8;1013
01.12.2011;Albury;7.2;22.9;2.8;;;WSW;31;SE;7;55;1021.7;1019.7
02.12.2011;Albury;10.6;23.6;0;;;SE;39;SE;20;49;1022.5;1018.7
03.12.2011;Albury;10.2;27.1;0;;;W;24;NNE;9;53;1019.2;1014.8
04.12.2011;Albury;9.7;22.9;0;;;SE;48;SSE;28;50;1015.8;1014.8
05.12.2011;Albury;9.6;22.5;0;;;ESE;43;SE;24;46;1021.3;1017
06.12.2011;Albury;8.5;25;0;;;NW;43;E;11;54;1018.9;1014.4
07.12.2011;Albury;12.6;26.6;0;;;W;28;NNE;17;49;1014.9;1010.4
08.12.2011;Albury;15;29;0;;;SSE;46;ESE;9;62;1012.6;1009.5
09.12.2011;Albury;13.6;29.1;0;;;ENE;33;SE;11;62;1012.6;1009.3
10.12.2011;Albury;17.8;25.1;0;;;N;37;SSE;7;72;1009.7;1005.8
11.12.2011;Albury;15.8;28.3;12.2;;;W;37;SSE;9;94;1004.3;1000.7
12.12.2011;Albury;10.9;26.7;0;;;W;35;E;2;63;1006.5;1004.4
13.12.2011;Albury;12.6;24.6;0;;;SE;43;S;15;49;1009.1;1008.1
14.12.2011;Albury;11;25;0;;;S;28;SSE;19;51;1015.2;1013.4
15.12.2011;Albury;11.7;27.7;0;;;SE;22;SE;11;54;1017.3;1014.3
16.12.2011;Albury;14.2;28.9;0;;;SE;35;ESE;7;67;1018.6;1015.6
17.12.2011;Albury;14;30.7;0;;;SE;30;SSE;11;67;1019.8;1015.4
18.12.2011;Albury;19.3;25.6;0;;;NNE;43;NE;17;43;1014.2;1010.4
19.12.2011;Albury;18.7;27.8;3.6;;;NNE;44;N;15;84;1007.2;1005.3
20.12.2011;Albury;13.4;29.9;0;;;SE;24;SE;13;60;1012.7;1011.3
21.12.2011;Albury;18.6;28.5;0;;;ENE;39;SE;13;56;1015.3;1013.1
22.12.2011;Albury;16.4;29.6;0.6;;;ESE;30;SE;13;63;1015.9;1012.3
23.12.2011;Albury;15.2;31.3;0;;;S;44;SSE;7;72;1014.2;1010.9
24.12.2011;Albury;16;33.1;0;;;SE;54;SE;2;58;1013.3;1009.6
25.12.2011;Albury;17.4;26.6;5.2;;;SW;52;SE;9;68;1009.8;1007.9
26.12.2011;Albury;17;29.4;9;;;SE;48;NE;6;81;1005.6;1002.6
27.12.2011;Albury;15;29;0;;;SW;26;SSE;9;69;1009.9;1008
28.12.2011;Albury;15.2;29.4;0;;;WNW;26;SE;15;50;1012.7;1010.2
29.12.2011;Albury;13.8;29.7;0;;;SSE;22;SSE;11;49;1014.5;1012.5
30.12.2011;Albury;15;30.4;0;;;SSE;22;SE;13;50;1018.1;1015.9
31.12.2011;Albury;15.8;31.8;0;;;WSW;31;E;6;54;1019.8;1015.9
01.01.2012;Albury;15.7;34.9;0;;;SSW;30;SSE;6;61;1016.5;1013.2
02.01.2012;Albury;17.8;36;0;;;SSW;24;ESE;9;57;1016.5;1012.9
03.01.2012;Albury;19.7;38.9;0;;;NW;43;SE;7;55;1015.7;1011.8
04.01.2012;Albury;20.5;32.5;0;;;W;35;W;7;60;1012.2;1011.7
05.01.2012;Albury;13.3;30.6;0.4;;;W;35;SE;6;59;1014.9;1011.6
06.01.2012;Albury;12.6;29.2;0;;;SSE;31;SE;20;43;1015;1012.3
07.01.2012;Albury;11.7;33.4;0;;;NNE;31;ENE;15;47;1011.7;1007.5
08.01.2012;Albury;19.1;26.1;5.6;;;NNW;39;NNE;11;91;1006.3;1002.1
09.01.2012;Albury;12.7;24.6;3.8;;;W;43;WNW;20;56;1010.1;1009.4
10.01.2012;Albury;10.8;24.8;0;;;NW;50;W;17;57;1011.2;1008.7
11.01.2012;Albury;12;19.5;0.4;;;SW;69;W;22;85;1006.8;1008.6
12.01.2012;Albury;6.2;25;1.2;;;S;39;ESE;4;52;1017.9;1015.6
13.01.2012;Albury;9.9;28.3;0;;;WNW;31;SSE;7;62;1016.4;1013.3
14.01.2012;Albury;13.3;29.4;0;;;SE;31;SSE;19;49;1015.2;1012.6
15.01.2012;Albury;15.1;31;0;;;NNE;41;SE;15;52;1017.6;1014.5
16.01.2012;Albury;16.5;31.6;0;;;ENE;39;ENE;19;48;1020.9;1017.1
17.01.2012;Albury;18.9;33.4;0;;;NNW;30;NE;17;41;1020.8;1016.6
18.01.2012;Albury;16.1;30.7;0;;;SW;31;ESE;9;64;1016.6;1014.7
19.01.2012;Albury;17.8;36.1;0.4;;;WSW;28;SE;11;59;1015.7;1012.8
20.01.2012;Albury;20.1;36.2;0;;;WSW;35;ESE;9;58;1014.2;1010.2
21.01.2012;Albury;18.5;35.3;0;;;ENE;48;SE;11;56;1013.4;1010.7
22.01.2012;Albury;20.9;33;0;;;NNE;33;SE;15;49;1019.9;1017.6
23.01.2012;Albury;14;32.1;0;;;N;33;SE;13;44;1020.9;1016.5
24.01.2012;Albury;16.3;32.8;0;;;N;26;SSE;11;55;1017.4;1012.9
25.01.2012;Albury;17.8;35.5;0;;;ENE;31;SSE;6;52;1013.2;1009.2
26.01.2012;Albury;17.5;36.4;0;;;E;28;SE;9;38;1013.6;1010
27.01.2012;Albury;19.9;35.4;0;;;NNE;39;SE;17;50;1015.6;1011.3
28.01.2012;Albury;19.9;34.5;0;;;NE;31;SSE;6;56;1014.1;1008.7
29.01.2012;Albury;20;36;0;;;ENE;43;NE;19;49;1008.7;1002.4
30.01.2012;Albury;20.8;29.1;26.8;;;WNW;48;NNW;24;92;995.3;995.4
31.01.2012;Albury;15.1;27.9;9;;;SE;43;WSW;17;61;1007.7;1008.2
01.02.2012;Albury;14.9;28.5;0;;;SE;35;SE;19;52;1013.9;1010.3
02.02.2012;Albury;15.2;29.4;0;;;NNE;52;SE;22;55;1011.2;1006.8
03.02.2012;Albury;17;29.8;0;;;SSW;31;SSE;15;69;1006.9;1003.3
04.02.2012;Albury;15.5;32.5;0;;;WNW;28;SSE;6;63;1005.3;1002
05.02.2012;Albury;16;33.5;0;;;NNW;87;SE;7;61;1000.9;995.7
06.02.2012;Albury;11.1;25.6;1.4;;;W;31;W;17;58;1005.5;1004.6
07.02.2012;Albury;10.9;28.1;0;;;W;35;SSE;9;63;1008.5;1006.5
08.02.2012;Albury;12;28.9;0;;;NNW;28;NE;9;61;1011.2;1009.3
09.02.2012;Albury;14.8;24.6;0;;;ENE;26;S;6;61;1012.2;1010
10.02.2012;Albury;13.8;27.4;3.6;;;W;43;ESE;9;78;1010.8;1008.1
11.02.2012;Albury;11.5;27.8;0;;;S;35;SSE;9;69;1011.7;1009.2
12.02.2012;Albury;12;29.4;3.2;;;W;35;E;7;68;1014.6;1012.2
13.02.2012;Albury;13.5;29.7;0;;;SE;24;SE;11;61;1016.8;1014.5
14.02.2012;Albury;14.7;31.4;0;;;NE;26;SSE;15;60;1019.4;1016.4
15.02.2012;Albury;15;31.9;0;;;ENE;28;SE;7;65;1019.4;1015.6
16.02.2012;Albury;16.9;28.3;0.4;;;SE;30;ENE;7;83;1018;1017.2
17.02.2012;Albury;17.6;31.3;0;;;NNW;31;SSW;6;75;1015.7;1012.2
18.02.2012;Albury;15.9;31.2;0;;;ESE;28;ENE;6;68;1016.2;1013.9
19.02.2012;Albury;19.6;28;0;;;NE;26;ESE;11;62;1015.4;1013.3
20.02.2012;Albury;16.1;21.4;0;;;SE;39;SSE;4;82;1013.2;1013.3
21.02.2012;Albury;13.5;28.9;1.4;;;S;31;SE;11;72;1012.6;1010.6
22.02.2012;Albury;14.5;30.5;0;;;NE;44;SSE;11;65;1015;1012.7
23.02.2012;Albury;13.7;32.4;0;;;WNW;31;;0;73;1019.5;1017.6
24.02.2012;Albury;14.2;34.5;0;;;SE;28;;0;65;1022.2;1019.3
25.02.2012;Albury;15.2;36.1;0;;;N;31;;0;65;1021.4;1017.4
26.02.2012;Albury;17.6;25.5;1.4;;;NE;37;SE;6;91;1018.3;1014.9
27.02.2012;Albury;18.5;28;10.6;;;NNE;31;NNE;13;88;1015.7;1013.2
28.02.2012;Albury;18.8;26.6;38.4;;;NNE;48;NNE;4;100;1012;1010.3
29.02.2012;Albury;19.5;24.8;0.6;;;SSE;24;SSE;7;74;1013;1011.1
01.03.2012;Albury;17.1;20.9;104.2;;;SE;57;N;7;97;1002;1001.9
02.03.2012;Albury;17;25.8;36.6;;;SE;48;SE;13;60;1010.9;1011.3
03.03.2012;Albury;18.8;19.6;0;;;NNE;52;SE;7;62;1014.2;1011.1
04.03.2012;Albury;16.7;24.8;66;;;WSW;35;WNW;9;100;1009.3;1010.4
05.03.2012;Albury;11.8;25.1;0;;;WNW;33;;0;85;1015.7;1014.8
06.03.2012;Albury;12.4;26.2;0;;;SE;43;;0;79;1019;1017.3
07.03.2012;Albury;15.8;23.2;0;;;SE;52;SE;22;49;1023.2;1020.2
08.03.2012;Albury;15.1;24.1;0;;;S;37;SW;11;49;1015.8;1010.2
09.03.2012;Albury;12.1;27.1;0.4;;;WSW;37;;0;76;1011.1;1009.6
10.03.2012;Albury;10.8;25.9;0;;;W;28;;0;77;1014.3;1013.9
11.03.2012;Albury;10;25.8;0;;;WNW;30;ENE;7;87;1018.2;1015.9
12.03.2012;Albury;13.1;27.8;0;;;NW;24;S;6;82;1018.7;1016.9
13.03.2012;Albury;13.7;29.9;0;;;NW;31;ESE;7;77;1019.2;1016.1
14.03.2012;Albury;15.5;29.3;0;;;NNW;31;;0;77;1018;1014.8
15.03.2012;Albury;17.2;30;9.6;;;NNE;41;ESE;2;79;1014.4;1010.8
16.03.2012;Albury;19.2;20.4;19.2;;;SW;46;NNW;9;93;1010.5;1012.3
17.03.2012;Albury;12.6;24.4;17.4;;;WNW;30;SSW;6;98;1016;1014.9
18.03.2012;Albury;10.4;25.5;0;;;SSE;28;S;9;68;1022.9;1020.9
19.03.2012;Albury;11.6;26.3;0;;;NNE;30;SE;7;78;1024.3;1020.5
20.03.2012;Albury;12.4;28.4;0;;;NE;30;ESE;7;74;1018.6;1013.1
21.03.2012;Albury;16.5;27.7;0;;;WNW;50;ENE;11;66;1007.9;1004.2
22.03.2012;Albury;8.2;22.1;0;;;WNW;28;S;4;72;1008.7;1006.1
23.03.2012;Albury;11;18.3;0;;;W;54;NW;15;83;1006.9;1006.9
24.03.2012;Albury;8.9;19.7;0.4;;;WSW;37;W;17;79;1015;1015.4
25.03.2012;Albury;6.2;21;0;;;SSW;24;SSE;2;85;1022.4;1020.5
26.03.2012;Albury;7.7;23;0;;;NNW;24;S;4;90;1023;1020.6
27.03.2012;Albury;10.6;22;0;;;S;13;SSE;4;86;1022.7;1020.6
28.03.2012;Albury;13.5;23.4;0;;;N;26;E;6;86;1021.1;1018.1
29.03.2012;Albury;9.4;25.4;1.4;;;ESE;20;SSE;6;87;1020.6;1017.4
30.03.2012;Albury;11;26.5;0;;;E;22;E;6;81;1019.2;1016
31.03.2012;Albury;10.2;27.6;0;;;NE;28;;0;82;1019.1;1015.6
01.04.2012;Albury;12.6;26.3;0;;;WSW;28;;0;74;1017.8;1015.1
02.04.2012;Albury;11.1;25.9;0;;;NNE;24;;0;78;1017.6;1014.6
03.04.2012;Albury;12.9;29.9;0;;;NNE;30;ESE;9;75;1015.6;1012
04.04.2012;Albury;13.1;28.1;0;;;SE;17;ESE;4;78;1016.3;1013.9
05.04.2012;Albury;12.7;28.5;0;;;ESE;19;E;2;78;1019.5;1016.4
06.04.2012;Albury;14.5;28.6;0;;;WNW;57;ESE;7;81;1018.1;1013.2
07.04.2012;Albury;10.1;20.4;0;;;W;43;SW;20;59;1020.8;1018.8
08.04.2012;Albury;5.4;19.1;0;;;WSW;35;;0;83;1019.7;1016
09.04.2012;Albury;5;18.6;0;;;W;56;W;11;81;1019.2;1018.2
10.04.2012;Albury;1;17.5;0;;;WSW;22;SSE;6;68;1030.2;1028.9
11.04.2012;Albury;3;20.1;0;;;SSW;20;WSW;4;68;1034.1;1031
12.04.2012;Albury;4.3;21.7;0;;;WNW;22;SSE;4;79;1035.1;1031.1
13.04.2012;Albury;4.8;22.7;0;;;S;15;;0;78;1033;1028.1
14.04.2012;Albury;6.7;19.8;0;;;SE;15;;0;82;1028;1023.9
15.04.2012;Albury;9.4;25.4;0;;;ENE;17;S;4;81;1026.4;1022.3
16.04.2012;Albury;8.2;26.2;0;;;SW;19;ENE;6;79;1025.6;1022.3
17.04.2012;Albury;9.9;24.9;0;;;SSE;24;;0;71;1025.8;1022
18.04.2012;Albury;13.7;26.2;0;;;ESE;30;SSE;17;66;1022.1;1018.3
19.04.2012;Albury;16.9;21.4;0.8;;;NE;24;ESE;2;80;1018.4;1015.8
20.04.2012;Albury;14.6;22.7;34.2;;;SW;19;SSE;7;100;1017.3;1014.7
21.04.2012;Albury;11.2;25.4;0;;;NNE;43;SE;7;86;1016.5;1012.1
22.04.2012;Albury;14;23;1.4;;;NE;43;NNE;7;95;1012.7;1008.7
23.04.2012;Albury;12.2;22.5;8.2;;;WSW;39;;0;95;1011;1008.6
24.04.2012;Albury;10;14.2;0.8;;;WNW;35;W;17;84;1014.2;1013.5
25.04.2012;Albury;7.3;17;1;;;WNW;39;W;26;81;1015.1;1013.6
26.04.2012;Albury;5;17;0;;;NW;19;WSW;6;95;1021.9;1019.4
27.04.2012;Albury;5.5;19.6;0;;;W;19;WNW;4;100;1023;1021.2
28.04.2012;Albury;5.4;19.6;0;;;W;26;;0;100;1022.9;1019.2
29.04.2012;Albury;4.6;18.4;0;;;SSE;26;ENE;4;97;1023.3;1020.7
30.04.2012;Albury;4.4;19.9;0;;;ENE;30;SE;6;79;1026.2;1022.8
01.05.2012;Albury;6.8;20.7;0;;;E;24;;0;93;1025.5;1021.3
02.05.2012;Albury;7.6;16.3;0;;;W;30;NE;17;94;1021.7;1019.5
03.05.2012;Albury;2;14.7;1.6;;;W;30;W;19;80;1022.9;1020.8
04.05.2012;Albury;3.5;15.7;0;;;W;28;SSE;2;87;1023.3;1020.4
05.05.2012;Albury;3.2;15.5;0;;;WNW;28;;0;100;1021.1;1017.1
06.05.2012;Albury;4.1;13.3;0;;;WSW;17;ENE;7;100;1018.6;1017.8
07.05.2012;Albury;4;14.5;0;;;ESE;20;WSW;4;99;1021.1;1017.5
08.05.2012;Albury;5.5;20.3;0;;;NE;28;;0;91;1019.6;1016
09.05.2012;Albury;7.2;17;0;;;WSW;26;S;4;92;1021.1;1019
10.05.2012;Albury;7.5;21.4;0.4;;;S;13;;0;100;1022.8;1019.5
11.05.2012;Albury;6.2;19.5;0;;;W;33;;0;93;1019.5;1016.7
12.05.2012;Albury;1;14.7;0;;;W;35;E;6;84;1020.2;1018.1
13.05.2012;Albury;6.4;14.8;0;;;W;43;W;24;81;1015.9;1016.2
14.05.2012;Albury;-0.4;15.5;0;;;ENE;17;NE;2;81;1025.2;1024.3
15.05.2012;Albury;0.4;17.5;0;;;WSW;17;N;2;84;1027;1024.1
16.05.2012;Albury;3.2;17;0;;;E;17;;0;94;1026.5;1023.7
17.05.2012;Albury;2.3;16.7;0;;;ESE;13;;0;100;1026.3;1022.7
18.05.2012;Albury;2.3;15.3;0;;;NE;13;E;6;94;1025.9;1023
19.05.2012;Albury;2.6;17.8;0;;;NE;17;;0;97;1025.3;1022.5
20.05.2012;Albury;1.9;17.2;0;;;N;17;;0;100;1027.1;1024.1
21.05.2012;Albury;0.9;15;0;;;W;13;;0;100;1026.2;1022.9
22.05.2012;Albury;1.9;15.6;0;;;ENE;22;;0;90;1025.3;1021.7
23.05.2012;Albury;4.2;19.9;0;;;NNE;33;E;4;78;1022.3;1017.4
24.05.2012;Albury;7.8;17;0;;;ENE;24;E;4;82;1017.5;1015.2
25.05.2012;Albury;5.5;9.4;29.4;;;W;59;NNW;19;87;1011.4;1008.6
26.05.2012;Albury;6.7;13.2;6;;;WNW;35;WNW;13;95;1016.1;1015.3
27.05.2012;Albury;5.7;15.4;0.4;;;W;20;S;2;100;1023.5;1022.2
28.05.2012;Albury;1.9;15.9;0.2;;;SE;17;S;4;97;1028.7;1027.1
29.05.2012;Albury;1.7;17.4;0;;;W;15;;0;92;1033.8;1031.9
30.05.2012;Albury;2.1;18.2;0;;;SSW;11;S;4;100;1036.5;1032.5
31.05.2012;Albury;1.1;16.1;0;;;E;13;NW;6;100;1034.4;1030.9
01.06.2012;Albury;3.5;16.3;0;;;ESE;11;SSE;4;100;1030.1;1025.9
02.06.2012;Albury;2.2;14.6;0;;;NE;11;;0;94;1023.9;1019.2
03.06.2012;Albury;5.7;13.7;3.6;;;SSE;31;SE;9;84;1016.5;1012.6
04.06.2012;Albury;4.8;14.5;0;;;W;35;WSW;9;100;1008.4;1005.1
05.06.2012;Albury;6.2;16;6;;;SE;65;S;20;63;1003.3;1008.5
06.06.2012;Albury;-1;15.1;0;;;WNW;20;;0;85;1020.9;1020.8
07.06.2012;Albury;0.1;14.3;0;;;SSW;17;;0;80;1026.2;1024
08.06.2012;Albury;-0.8;13.9;0.2;;;WSW;13;S;4;96;1027.5;1025.5
09.06.2012;Albury;0;14.8;0;;;NE;11;S;2;100;1028.2;1025.2
10.06.2012;Albury;0.2;15.6;0;;;S;13;;0;100;1027.5;1024.4
11.06.2012;Albury;-0.3;15.9;0;;;SSE;15;;0;84;1026.2;1022.2
12.06.2012;Albury;0.4;16.4;0.2;;;NNW;11;;0;81;1023.5;1020.4
13.06.2012;Albury;0.2;15.2;0;;;SE;13;ENE;2;85;1022.9;1019.7
14.06.2012;Albury;2.3;16.7;0;;;ENE;43;E;6;97;1018.2;1013.8
15.06.2012;Albury;7.3;15.6;0;;;NE;28;ENE;2;83;1014.6;1013.5
16.06.2012;Albury;1.4;10.3;0;;;SE;20;NNW;4;98;1017.5;1015
17.06.2012;Albury;4.4;11.6;0;;;W;26;NW;9;93;1020.9;1020.5
18.06.2012;Albury;1.3;12.7;0;;;W;22;;0;96;1024.7;1023.5
19.06.2012;Albury;5.6;14.2;2.8;;;W;28;NW;17;87;1022.2;1021
20.06.2012;Albury;-1.3;11.7;0;;;NE;20;;0;100;1023.5;1018.8
21.06.2012;Albury;3;13.8;0.6;;;N;35;NE;9;83;1013.4;1007.8
22.06.2012;Albury;7.5;9.7;5.2;;;NNW;44;NNW;15;91;1006.6;1009
23.06.2012;Albury;-1.7;10.6;0.8;;;NNW;24;SE;4;100;1025.1;1025.3
24.06.2012;Albury;0.2;11.3;0.4;;;W;24;NNW;9;98;1031.1;1029.9
